,emp_title,experience_years,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,total_collection_amount_ever,num_open_cc_accounts,num_cc_carrying_balance,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,has_delinquency,has_balance,has_tax_lien
8686,manager,6.0,FL,OWN,25000.0,Source Verified,9.07,1,1982,1,22,14,39100,2993,1,100,14,7,0,0,credit_card,individual,5000,36,9.93,161.18,B,B2,Feb-2018,Current,whole,Cash,4514.8,Has Delinquencies,True,0
8687,sales coordinator,5.0,MA,MORTGAGE,95000.0,Source Verified,7.78,0,2010,3,22,11,437263,28246,0,0,9,5,0,1,house,individual,8000,36,6.72,246.0,A,A3,Feb-2018,Current,whole,Cash,7188.41,No Delinquencies,True,0
8688,cashier,2.0,OH,MORTGAGE,5500.0,Verified,315.94,0,1999,1,42,11,324111,56796,0,0,7,3,0,0,debt_consolidation,joint,25800,60,15.05,614.46,C,C4,Jan-2018,Current,whole,Cash,24308.63,No Delinquencies,True,0
8689,assistant manager ,10.0,FL,MORTGAGE,49500.0,Verified,15.3,0,2006,2,17,10,160641,31322,0,159,8,6,0,0,home_improvement,individual,10000,60,14.08,233.1,C,C3,Jan-2018,Current,whole,Cash,9407.42,No Delinquencies,True,0
8690,claims advisor,3.0,FL,MORTGAGE,25000.0,Source Verified,9.99,0,2001,2,16,6,61201,3747,0,200,5,4,0,0,home_improvement,individual,8500,36,9.92,273.96,B,B2,Mar-2018,Current,fractional,Cash,7883.85,No Delinquencies,True,0
8691,engineer,6.0,TX,OWN,166400.0,Source Verified,13.15,1,1993,0,33,14,119427,108591,0,0,5,2,0,0,home_improvement,individual,40000,60,15.04,952.44,C,C4,Mar-2018,Current,whole,Cash,38629.65,Has Delinquencies,True,0
8692,product specialist,5.0,TX,OWN,27000.0,Source Verified,16.44,0,2013,2,26,6,7679,4398,0,0,3,3,0,0,debt_consolidation,individual,1800,36,19.03,66.01,D,D3,Jan-2018,Current,fractional,Cash,1646.54,No Delinquencies,True,0
8693,co owner,4.0,CT,RENT,75000.0,Not Verified,9.79,0,2008,1,14,11,174212,119189,0,0,9,8,0,0,debt_consolidation,individual,20000,60,9.43,419.36,B,B1,Mar-2018,Current,whole,Cash,19207.22,No Delinquencies,True,0
8694,medical assistant,6.0,NC,MORTGAGE,32000.0,Verified,30.27,0,2007,4,20,7,162552,19287,0,0,4,4,0,0,debt_consolidation,individual,7775,36,21.45,294.73,D,D5,Jan-2018,Current,whole,Cash,6967.9,No Delinquencies,True,0
8695,senior speciailst ,10.0,CO,RENT,60000.0,Not Verified,34.06,0,2001,5,20,12,136600,60422,0,0,8,3,0,0,debt_consolidation,individual,9600,36,10.9,313.84,B,B4,Mar-2018,Current,whole,Cash,8913.89,No Delinquencies,True,0
8696,cfo,10.0,AL,MORTGAGE,152000.0,Verified,11.39,0,2001,1,35,21,337493,77494,0,0,15,10,0,0,debt_consolidation,individual,30000,60,11.98,667.04,B,B5,Mar-2018,Current,whole,Cash,25608.74,No Delinquencies,True,0
8697,manager,6.0,LA,RENT,41364.0,Source Verified,28.75,0,1996,3,38,10,58945,47931,0,598,7,5,0,0,debt_consolidation,individual,10000,60,20.0,264.94,D,D4,Jan-2018,Current,whole,Cash,9491.98,No Delinquencies,True,0
8698,technician,9.0,PA,MORTGAGE,110000.0,Verified,10.4,0,2012,1,13,8,242358,38650,0,0,6,6,0,1,credit_card,individual,20000,36,11.98,664.1,B,B5,Feb-2018,Current,whole,Cash,18592.74,No Delinquencies,True,0
8699,electrician,2.0,CO,MORTGAGE,104000.0,Source Verified,13.33,0,2008,0,22,15,527225,35817,0,0,13,9,0,0,credit_card,individual,37000,60,9.44,775.99,B,B1,Feb-2018,Current,whole,Cash,35037.3,No Delinquencies,True,0
8700,senior manager permitting,10.0,TX,MORTGAGE,120000.0,Source Verified,16.36,0,1987,1,29,13,421900,64926,0,545,8,5,0,0,debt_consolidation,joint,15000,60,11.99,333.6,B,B5,Jan-2018,Late (16-30 days),whole,Cash,14254.01,No Delinquencies,True,0
8701,administrative assistant,10.0,TX,MORTGAGE,48580.0,Verified,57.34,0,1986,0,26,12,235213,72164,0,0,7,5,0,0,medical,joint,10000,60,11.99,222.4,B,B5,Feb-2018,Current,whole,Cash,9502.67,No Delinquencies,True,0
8702,sales and marketing,0.0,LA,MORTGAGE,56000.0,Source Verified,12.28,0,2007,1,13,7,92620,27298,0,0,5,2,0,0,home_improvement,individual,14000,60,9.93,296.98,B,B2,Feb-2018,Current,whole,Cash,13266.44,No Delinquencies,True,0
8703,driver,0.0,NV,MORTGAGE,30000.0,Not Verified,24.04,0,2004,3,10,6,43500,19493,0,0,4,3,0,0,credit_card,individual,5000,36,13.59,169.9,C,C2,Jan-2018,Late (31-120 days),fractional,Cash,4656.31,No Delinquencies,True,0
8704,manager,3.0,MD,MORTGAGE,70000.0,Not Verified,18.76,2,1983,1,43,22,161426,24212,0,0,18,10,0,0,home_improvement,individual,4800,36,9.43,153.61,B,B1,Mar-2018,Current,whole,Cash,4449.59,Has Delinquencies,True,0
8705,quarry manager ,7.0,CA,RENT,104000.0,Verified,18.6,0,2012,0,13,12,72097,51185,0,0,10,7,0,0,debt_consolidation,individual,35000,60,15.04,833.39,C,C4,Mar-2018,Current,whole,Cash,33800.93,No Delinquencies,True,0
8706,hha,2.0,OH,RENT,28000.0,Source Verified,30.43,0,2004,0,26,12,33156,20996,0,0,10,4,0,1,other,individual,5000,36,16.02,175.84,C,C5,Jan-2018,Current,fractional,Cash,4439.79,No Delinquencies,True,0
8707,manager,10.0,MD,MORTGAGE,65000.0,Not Verified,30.26,0,2002,3,17,8,344840,91865,0,0,4,2,0,0,debt_consolidation,joint,20000,60,17.09,498.02,D,D1,Feb-2018,Current,whole,Cash,19128.86,No Delinquencies,True,0
8708,assistant supervisor,10.0,LA,MORTGAGE,39000.0,Not Verified,8.15,1,2005,0,6,2,15000,10401,0,0,2,2,0,0,credit_card,individual,20000,36,10.42,649.3,B,B3,Feb-2018,Current,whole,Cash,18072.54,Has Delinquencies,True,0
8709,assistant principal,1.0,NC,RENT,55000.0,Not Verified,20.66,0,2011,1,5,5,39818,12244,0,0,4,3,0,0,debt_consolidation,individual,10000,36,10.41,324.61,B,B3,Feb-2018,Current,whole,Cash,9280.21,No Delinquencies,True,0
8710,teachers aide,5.0,CA,MORTGAGE,35000.0,Source Verified,18.79,0,2008,2,12,8,203910,50904,0,0,3,3,0,0,debt_consolidation,joint,22000,60,17.09,547.83,D,D1,Feb-2018,Current,whole,Cash,21041.72,No Delinquencies,True,0
8711,accounting specialist,10.0,VA,RENT,50000.0,Not Verified,25.88,0,2005,0,37,10,62933,44112,0,0,8,5,0,0,debt_consolidation,individual,10800,60,18.06,274.61,D,D2,Jan-2018,Current,whole,Cash,10222.53,No Delinquencies,True,0
8712,teacher,10.0,MD,OWN,85000.0,Verified,25.62,0,2008,2,31,10,77830,57349,0,0,7,7,0,0,debt_consolidation,individual,20000,36,16.02,703.34,C,C5,Feb-2018,Current,whole,Cash,18219.38,No Delinquencies,True,0
8713,substitute teacher,10.0,SC,OWN,35000.0,Not Verified,25.89,0,1986,2,35,9,47349,21404,0,0,7,3,0,0,credit_card,individual,11000,36,7.35,341.42,A,A4,Jan-2018,Current,whole,Cash,9612.89,No Delinquencies,True,0
8714,paralegal,10.0,OR,MORTGAGE,69000.0,Source Verified,18.35,0,2001,1,16,11,231032,39039,0,0,9,8,0,0,home_improvement,individual,25000,60,10.91,542.44,B,B4,Feb-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
8715,project manager,1.0,IL,RENT,40000.0,Source Verified,6.27,2,2013,1,7,5,23700,15694,0,0,4,2,0,0,debt_consolidation,joint,16000,60,21.45,436.92,D,D5,Jan-2018,Fully Paid,whole,Cash,0.0,Has Delinquencies,True,0
8716,manager,6.0,CA,RENT,50676.0,Source Verified,30.69,0,1972,0,45,21,149783,32023,0,0,19,6,0,0,debt_consolidation,individual,8000,36,6.71,245.96,A,A3,Mar-2018,Current,whole,Cash,7392.94,No Delinquencies,True,0
8717,screening supervisor,10.0,CA,RENT,63000.0,Verified,23.52,0,1995,2,16,9,101663,64014,0,0,7,4,0,0,credit_card,individual,15000,60,18.06,381.4,D,D2,Jan-2018,Current,whole,DirectPay,14197.97,No Delinquencies,True,0
8718,slot keyperson ,10.0,AZ,RENT,86500.0,Not Verified,5.73,3,1997,0,28,11,16900,9014,0,0,11,7,1,0,credit_card,individual,7500,36,10.42,243.49,B,B3,Feb-2018,Current,fractional,Cash,6777.19,Has Delinquencies,True,1
8719,executive director,3.0,WI,MORTGAGE,65000.0,Not Verified,11.39,0,2004,1,34,8,167621,179124,0,0,6,1,0,0,home_improvement,individual,10000,36,6.08,304.59,A,A2,Jan-2018,Current,fractional,Cash,8717.45,No Delinquencies,True,0
8720,admin asst,4.0,PA,MORTGAGE,57000.0,Not Verified,27.85,0,1992,1,39,15,86111,38554,0,0,10,5,0,1,other,individual,16000,36,10.9,523.07,B,B4,Mar-2018,Current,whole,Cash,15241.09,No Delinquencies,True,0
8723,manager,6.0,VA,RENT,32300.0,Source Verified,12.6,0,2002,1,16,3,23018,9469,0,0,2,2,0,0,debt_consolidation,individual,9000,36,10.9,294.23,B,B4,Feb-2018,Current,whole,Cash,8098.23,No Delinquencies,True,0
8724,rep,0.0,CA,RENT,98000.0,Not Verified,12.78,0,2003,1,17,4,42538,30670,0,0,3,3,0,1,credit_card,individual,10000,36,10.9,326.92,B,B4,Mar-2018,Current,fractional,Cash,9285.29,No Delinquencies,True,0
8725,maintenence,10.0,PA,MORTGAGE,55000.0,Not Verified,10.91,0,1989,1,29,7,75481,14007,0,0,4,2,0,1,debt_consolidation,individual,2000,36,9.93,64.47,B,B2,Jan-2018,Current,whole,Cash,1756.4,No Delinquencies,True,0
8726,production tempering assembly,4.0,IN,OWN,38000.0,Verified,1.64,0,2005,0,17,11,29300,1030,0,1511,11,2,0,0,debt_consolidation,individual,18000,36,7.97,563.81,A,A5,Jan-2018,Current,whole,Cash,15599.0,No Delinquencies,True,0
8727,line operator,3.0,OH,RENT,48000.0,Source Verified,26.48,1,2007,0,18,7,80168,37435,0,0,5,5,0,0,home_improvement,individual,7000,36,6.07,213.18,A,A2,Feb-2018,Current,whole,Cash,6283.5,Has Delinquencies,True,0
8729,auto technician ,5.0,TX,MORTGAGE,35000.0,Verified,22.26,0,2003,5,27,8,122484,31933,0,104,6,4,0,0,debt_consolidation,individual,10000,36,9.44,320.05,B,B1,Jan-2018,Current,fractional,Cash,8773.94,No Delinquencies,True,0
8731,sr unix administrator,2.0,TX,MORTGAGE,125000.0,Verified,13.4,1,2005,0,25,9,312418,53841,0,0,6,2,0,0,debt_consolidation,individual,28000,60,9.44,587.24,B,B1,Jan-2018,Current,whole,Cash,26136.03,Has Delinquencies,True,0
8732,research associate,6.0,CA,RENT,50000.0,Source Verified,18.41,0,1999,3,23,15,42729,18868,0,476,14,5,0,0,credit_card,individual,18000,36,7.97,563.81,A,A5,Feb-2018,Current,whole,DirectPay,16205.18,No Delinquencies,True,0
8733,process technician,10.0,TX,OWN,62000.0,Verified,19.71,0,2008,5,10,7,78508,59504,0,0,6,3,0,0,debt_consolidation,individual,30000,36,20.0,1114.91,D,D4,Jan-2018,Fully Paid,fractional,Cash,0.0,No Delinquencies,True,0
8734,executive chef,1.0,NJ,MORTGAGE,72000.0,Not Verified,30.08,0,1987,1,30,14,299100,41458,0,0,12,8,0,0,debt_consolidation,individual,33600,36,12.62,1125.98,C,C1,Feb-2018,Current,fractional,Cash,30460.42,No Delinquencies,True,0
8735,meatcutter helper,7.0,MD,RENT,32500.0,Not Verified,19.79,0,1991,0,31,16,57522,16447,0,0,14,8,1,1,debt_consolidation,individual,6500,36,6.71,199.85,A,A3,Mar-2018,Current,whole,Cash,6006.74,No Delinquencies,True,1
8736,director,5.0,NE,MORTGAGE,142000.0,Source Verified,14.02,0,2004,1,25,10,305427,71025,0,0,4,3,0,0,medical,individual,3000,36,11.99,99.63,B,B5,Jan-2018,Current,whole,Cash,2717.18,No Delinquencies,True,0
8737,president,5.0,MA,RENT,70000.0,Verified,35.3,0,2000,0,23,12,84167,46738,0,0,7,5,0,1,debt_consolidation,individual,28000,36,17.09,999.54,D,D1,Jan-2018,Late (31-120 days),whole,Cash,26789.9,No Delinquencies,True,0
8738,supervisor ,10.0,GA,OWN,104000.0,Source Verified,8.0,0,1987,4,25,17,356065,37113,1,0,8,7,1,0,debt_consolidation,individual,35000,36,15.04,1213.98,C,C4,Mar-2018,Fully Paid,fractional,Cash,0.0,No Delinquencies,True,1
8739,driver,2.0,GA,MORTGAGE,69000.0,Source Verified,7.65,3,2006,3,15,5,35253,15606,0,0,4,0,0,0,home_improvement,individual,24000,60,11.98,533.63,B,B5,Mar-2018,Current,whole,Cash,23109.07,Has Delinquencies,False,0
8740,classification sergeant,10.0,ME,MORTGAGE,60000.0,Source Verified,27.17,0,1994,1,24,11,186793,39298,0,0,7,2,0,0,debt_consolidation,joint,5000,36,6.07,152.27,A,A2,Mar-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
8741,assistant general manager,4.0,OH,MORTGAGE,30205.5,Verified,47.68,0,2007,2,21,19,207479,85741,0,216,6,6,0,0,debt_consolidation,joint,14350,36,21.45,543.96,D,D5,Jan-2018,Current,fractional,Cash,12860.42,No Delinquencies,True,0
8743,quality assurance manager,10.0,GA,MORTGAGE,100000.0,Source Verified,9.14,0,1996,2,8,5,255039,21219,0,0,3,2,0,0,debt_consolidation,individual,10050,36,11.99,333.76,B,B5,Mar-2018,Current,whole,Cash,9342.95,No Delinquencies,True,0
8746,exam coordinator/technology specialist,4.0,IL,MORTGAGE,69000.0,Source Verified,28.74,0,1994,2,27,15,343595,91151,0,0,7,6,0,0,credit_card,individual,12000,36,7.35,372.45,A,A4,Feb-2018,Current,whole,Cash,10793.17,No Delinquencies,True,0
8747,manager,3.0,UT,MORTGAGE,50000.0,Source Verified,21.6,0,2007,2,32,14,252352,40350,0,0,10,5,0,0,credit_card,individual,10000,60,11.98,222.35,B,B5,Mar-2018,Current,whole,Cash,9502.54,No Delinquencies,True,0
8749,managing member,3.0,NY,OWN,150000.0,Source Verified,25.13,2,2000,3,25,19,127500,72858,0,0,9,6,0,0,house,individual,30000,60,26.3,903.55,E,E5,Jan-2018,Current,whole,Cash,28714.63,Has Delinquencies,True,0
8750,dueno,2.0,MO,RENT,28711.0,Verified,16.05,0,2012,2,10,7,17600,11446,0,0,6,4,0,0,credit_card,individual,15000,36,15.05,520.35,C,C4,Feb-2018,Current,whole,Cash,13645.89,No Delinquencies,True,0
8752,executive ceo assistant,10.0,TX,MORTGAGE,109000.0,Verified,16.89,0,1996,0,21,10,340409,32691,0,0,7,5,0,0,debt_consolidation,individual,29975,36,15.05,1039.83,C,C4,Feb-2018,Fully Paid,fractional,Cash,0.0,No Delinquencies,True,0
8753,quality control,10.0,CA,RENT,54000.0,Verified,25.09,0,2001,1,13,6,56518,44122,0,0,4,4,0,0,other,individual,20000,60,19.03,519.15,D,D3,Mar-2018,Current,whole,Cash,19384.39,No Delinquencies,True,0
8754,sales,0.0,CT,MORTGAGE,60000.0,Source Verified,10.48,0,2002,0,17,8,293153,17600,0,0,5,5,0,0,debt_consolidation,joint,6000,36,10.91,196.18,B,B4,Feb-2018,Current,fractional,Cash,5425.71,No Delinquencies,True,0
8755,broker-associate,10.0,NJ,MORTGAGE,351950.0,Source Verified,8.11,0,2005,2,29,15,384557,68751,0,0,13,4,1,0,debt_consolidation,individual,40000,36,7.96,1252.72,A,A5,Mar-2018,Current,whole,DirectPay,37018.15,No Delinquencies,True,1
8756,general sales manager,10.0,CO,MORTGAGE,180000.0,Not Verified,13.58,0,1990,4,34,13,575389,93109,0,3005,10,8,0,0,debt_consolidation,individual,18000,60,16.02,437.92,C,C5,Feb-2018,Current,whole,Cash,17193.55,No Delinquencies,True,0
8757,corporal,10.0,TX,RENT,150000.0,Source Verified,2.04,0,1995,0,9,4,27500,6526,0,0,2,1,0,0,vacation,individual,7000,36,5.32,210.81,A,A1,Feb-2018,Current,whole,Cash,6276.1,No Delinquencies,True,0
8758,merchandiser,10.0,TN,OWN,15000.0,Source Verified,20.83,0,2007,1,9,5,19300,6502,0,0,5,4,0,0,credit_card,individual,5000,36,11.99,166.05,B,B5,Jan-2018,Current,whole,Cash,4528.63,No Delinquencies,True,0
8759,manager,6.0,GA,RENT,30000.0,Source Verified,23.68,0,2007,4,10,7,28310,21427,1,55,4,4,0,0,debt_consolidation,individual,12000,36,19.42,442.43,D,D3,Mar-2018,Current,whole,Cash,11243.19,No Delinquencies,True,0
8760,town manager,10.0,NC,MORTGAGE,70000.0,Not Verified,20.08,0,1993,0,25,10,245011,33117,0,0,6,5,0,0,debt_consolidation,individual,14500,36,6.71,445.8,A,A3,Mar-2018,Current,whole,Cash,13399.71,No Delinquencies,True,0
8761,underwriter,10.0,RI,MORTGAGE,63000.0,Source Verified,8.65,0,2004,0,31,7,223674,17825,0,0,5,2,0,0,debt_consolidation,individual,20000,36,7.34,620.66,A,A4,Mar-2018,Current,whole,Cash,18495.85,No Delinquencies,True,0
8762,lead engineer,10.0,CA,RENT,92290.0,Source Verified,3.97,0,2014,5,6,6,66300,26255,0,0,6,4,0,0,credit_card,individual,15000,36,6.08,456.88,A,A2,Feb-2018,Current,whole,DirectPay,13464.86,No Delinquencies,True,0
8763,manager ,7.0,WA,RENT,45000.0,Verified,22.77,0,2006,3,28,7,69600,19488,0,0,5,1,0,0,debt_consolidation,individual,15000,60,10.9,325.39,B,B4,Mar-2018,Current,whole,Cash,14427.41,No Delinquencies,True,0
8765,project manager ,4.0,IL,MORTGAGE,138000.0,Verified,19.36,0,2003,1,20,9,597640,83683,0,0,5,5,0,0,credit_card,individual,35000,36,14.07,1197.41,C,C3,Feb-2018,Current,whole,Cash,32611.1,No Delinquencies,True,0
8766,rn,4.0,FL,MORTGAGE,56000.0,Source Verified,7.25,0,2011,3,17,10,220267,42241,0,0,8,5,0,0,other,individual,40000,60,10.9,867.71,B,B4,Mar-2018,Current,whole,Cash,38473.08,No Delinquencies,True,0
8767,shift supervisor,6.0,FL,OWN,25000.0,Source Verified,7.36,0,2000,0,7,5,22800,5414,0,0,5,5,0,0,credit_card,individual,5000,36,6.72,153.75,A,A3,Jan-2018,Current,whole,Cash,4492.76,No Delinquencies,True,0
8768,electrical contractor supervisor,10.0,FL,MORTGAGE,68000.0,Verified,15.95,0,1998,0,18,7,319454,37863,0,306,5,3,0,0,credit_card,individual,8000,36,13.58,271.8,C,C2,Feb-2018,Current,fractional,Cash,7450.02,No Delinquencies,True,0
8769,admin asst,2.0,HI,OWN,65000.0,Source Verified,17.01,0,2004,2,33,18,111400,42813,0,0,17,5,0,0,debt_consolidation,individual,18000,60,10.42,386.18,B,B3,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
8770,marketing director,2.0,PA,RENT,52500.0,Source Verified,33.12,1,2010,1,19,14,123238,97620,0,0,3,3,0,0,credit_card,individual,13000,36,10.41,421.99,B,B3,Mar-2018,Current,whole,Cash,12378.89,Has Delinquencies,True,0
8771,chief inspector ,10.0,TX,MORTGAGE,80000.0,Not Verified,10.47,0,1993,2,26,9,216221,25245,0,0,7,7,0,0,debt_consolidation,individual,7000,36,7.96,219.23,A,A5,Mar-2018,Current,whole,Cash,6478.16,No Delinquencies,True,0
8772,admin assistant,1.0,NJ,OWN,45000.0,Source Verified,13.2,0,2003,0,14,11,28800,15992,0,0,11,9,0,0,credit_card,individual,20000,60,11.98,444.69,B,B5,Mar-2018,Current,whole,Cash,19300.0,No Delinquencies,True,0
8773,"information associat, sr",10.0,AZ,OWN,45500.0,Source Verified,17.46,0,2004,5,20,10,196864,26403,0,0,8,8,0,1,other,individual,6000,36,11.99,199.26,B,B5,Jan-2018,Current,whole,Cash,5434.35,No Delinquencies,True,0
8775,manager,6.0,OH,MORTGAGE,23000.0,Not Verified,11.69,0,2007,0,6,5,205349,7092,0,0,4,3,0,0,debt_consolidation,joint,28000,60,13.59,645.58,C,C2,Feb-2018,Current,whole,Cash,26663.59,No Delinquencies,True,0
8776,court reporter,9.0,TX,OWN,85000.0,Not Verified,11.2,0,1998,1,22,18,98936,26652,0,0,17,8,0,0,debt_consolidation,individual,20000,36,6.08,609.17,A,A2,Feb-2018,Current,whole,Cash,17953.16,No Delinquencies,True,0
8777,superintendent,10.0,UT,MORTGAGE,130000.0,Source Verified,11.19,1,2005,3,28,8,304860,64826,0,0,5,5,0,0,debt_consolidation,individual,12000,36,12.61,402.08,C,C1,Mar-2018,Current,whole,Cash,11445.14,Has Delinquencies,True,0
8778,mental health worker,10.0,NY,RENT,37000.0,Verified,17.69,0,2002,1,9,7,44900,20953,0,0,6,5,0,0,debt_consolidation,individual,26400,60,12.62,595.56,C,C1,Jan-2018,Current,whole,Cash,25108.12,No Delinquencies,True,0
8779,legal instruments examiner,1.0,WV,RENT,50912.0,Not Verified,42.03,0,2004,5,39,18,154913,124011,0,0,10,4,0,1,debt_consolidation,joint,35000,60,15.05,833.57,C,C4,Feb-2018,Current,fractional,Cash,33391.61,No Delinquencies,True,0
8780,technician,2.0,WA,RENT,50000.0,Source Verified,11.33,0,2004,1,14,4,33200,16770,0,0,4,4,0,0,other,individual,28000,60,15.05,666.86,C,C4,Jan-2018,Current,whole,Cash,26382.13,No Delinquencies,True,0
8781,firefighter/technician ,10.0,CO,MORTGAGE,140000.0,Not Verified,26.82,1,1999,4,27,13,662533,116098,0,0,10,5,0,0,home_improvement,individual,24000,60,15.04,571.47,C,C4,Mar-2018,Current,whole,Cash,23177.77,Has Delinquencies,True,0
8782,registered nurse,5.0,NJ,RENT,34416.0,Source Verified,37.8,0,2004,0,27,15,78184,37099,0,0,7,6,0,0,credit_card,individual,11500,60,9.43,241.13,B,B1,Feb-2018,Current,whole,DirectPay,11044.16,No Delinquencies,True,0
8783,announcer,10.0,NC,RENT,34235.0,Source Verified,29.59,0,2005,2,12,7,53634,33627,0,255,4,3,0,0,debt_consolidation,individual,5000,36,12.62,167.56,C,C1,Jan-2018,Current,fractional,Cash,4412.9,No Delinquencies,True,0
8784,"director, executive search ",10.0,GA,MORTGAGE,125000.0,Verified,26.95,0,1999,0,26,15,893115,88883,0,0,8,5,0,0,home_improvement,individual,23175,60,11.99,515.4,B,B5,Jan-2018,Current,whole,Cash,21727.14,No Delinquencies,True,0
8785,collections representative ,2.0,AZ,RENT,45000.0,Source Verified,18.29,0,2013,1,9,8,39640,30781,0,0,5,5,0,0,debt_consolidation,individual,8000,36,11.99,265.68,B,B5,Jan-2018,Current,whole,Cash,7052.52,No Delinquencies,True,0
8786,machine operator,1.0,CA,RENT,35000.0,Not Verified,30.76,0,2012,2,13,5,52652,34569,0,6050,3,2,0,0,credit_card,individual,12250,36,14.08,419.16,C,C3,Jan-2018,Current,whole,Cash,10840.17,No Delinquencies,True,0
8787,city carrier,10.0,CO,MORTGAGE,100000.0,Source Verified,16.32,0,1992,4,44,15,575674,30400,0,0,12,4,0,0,debt_consolidation,individual,40000,36,5.32,1204.6,A,A1,Feb-2018,Current,whole,Cash,32574.58,No Delinquencies,True,0
8788,account manager,10.0,SC,MORTGAGE,103000.0,Source Verified,27.37,2,1992,0,23,9,227088,64793,0,0,7,5,0,0,debt_consolidation,individual,24000,60,14.07,559.31,C,C3,Mar-2018,Current,whole,Cash,23156.46,Has Delinquencies,True,0
8789,fire fighter,10.0,MI,RENT,72550.0,Source Verified,2.84,0,2000,1,21,6,91400,6455,0,0,5,3,0,0,other,joint,6000,36,10.9,196.15,B,B4,Mar-2018,Current,whole,Cash,5571.17,No Delinquencies,True,0
8790,"svp, public policy",10.0,FL,MORTGAGE,330000.0,Source Verified,19.31,0,1983,5,38,18,1223025,302550,0,0,11,7,0,0,debt_consolidation,individual,34000,60,13.59,783.92,C,C2,Feb-2018,Current,whole,DirectPay,32377.21,No Delinquencies,True,0
8791,mortgage loan processor,3.0,CA,RENT,55000.0,Source Verified,21.77,0,1989,2,15,9,71669,59134,0,0,6,2,0,0,debt_consolidation,individual,4000,36,18.45,145.52,D,D2,Mar-2018,Current,whole,Cash,3830.67,No Delinquencies,True,0
8798,team leader,10.0,NJ,RENT,60000.0,Source Verified,7.64,0,1998,0,6,4,21000,9431,0,0,3,3,0,0,debt_consolidation,individual,35000,60,14.08,815.85,C,C3,Feb-2018,Current,whole,Cash,33350.52,No Delinquencies,True,0
8799,sales rep,9.0,NJ,RENT,85000.0,Not Verified,22.88,0,2002,1,22,7,98213,46100,0,0,4,4,0,0,debt_consolidation,individual,9600,36,14.08,328.48,C,C3,Jan-2018,Late (31-120 days),whole,Cash,9165.79,No Delinquencies,True,0
8800,engineer,3.0,CA,MORTGAGE,150000.0,Source Verified,12.86,0,1987,2,20,11,916200,43710,0,0,6,5,0,0,debt_consolidation,individual,18000,36,5.31,541.99,A,A1,Mar-2018,Current,whole,Cash,16606.83,No Delinquencies,True,0
8801,fire and safety engineer,10.0,TX,MORTGAGE,130000.0,Verified,39.48,0,2001,0,37,17,502912,165890,0,0,11,10,0,0,debt_consolidation,individual,35000,36,15.05,1214.15,C,C4,Feb-2018,Current,whole,Cash,31840.41,No Delinquencies,True,0
8802,supervisor ,10.0,NY,MORTGAGE,70000.0,Not Verified,20.52,0,2010,5,14,10,56348,28916,0,0,9,7,0,1,home_improvement,individual,25000,60,14.08,582.75,C,C3,Feb-2018,Current,whole,Cash,23821.8,No Delinquencies,True,0
8803,flight attendant,10.0,CO,MORTGAGE,100000.0,Source Verified,5.98,0,2003,1,27,7,354505,24698,0,0,5,4,0,0,other,individual,17000,60,11.99,378.07,B,B5,Jan-2018,Current,whole,Cash,15937.93,No Delinquencies,True,0
